Product ID,Name,Sales,Product Category,Unit Price,Total Amount,Date,Weekday,Holiday Effect,Promotion Effect
1,Mobile,158.0,Electronics,700.0,110600.0,2021-03-28,6,1.0,1.0
1,Mobile,113.0,Electronics,700.0,79100.0,2021-03-29,0,1.0,1.0
1,Mobile,99.0,Electronics,700.0,69300.0,2021-03-30,1,1.0,1.0
1,Mobile,87.0,Electronics,700.0,60900.0,2021-03-31,2,1.0,1.0
1,Mobile,105.0,Electronics,700.0,73500.0,2021-04-01,3,1.0,1.0
1,Mobile,129.0,Electronics,700.0,90300.0,2021-04-02,4,1.0,1.0
1,Mobile,151.0,Electronics,700.0,105700.0,2021-04-03,5,1.0,1.0
1,Mobile,164.0,Electronics,700.0,114800.0,2021-04-04,6,1.0,1.0
1,Mobile,97.0,Electronics,700.0,67900.0,2021-04-05,0,1.0,1.0
1,Mobile,117.0,Electronics,700.0,81900.0,2021-04-06,1,1.0,1.0
1,Mobile,130.0,Electronics,700.0,91000.0,2021-04-07,2,1.0,1.0
1,Mobile,123.0,Electronics,700.0,86100.0,2021-04-08,3,1.0,1.0
1,Mobile,125.0,Electronics,700.0,87500.0,2021-04-09,4,1.0,1.0
1,Mobile,174.0,Electronics,700.0,121800.0,2021-04-10,5,1.0,1.0
1,Mobile,168.0,Electronics,700.0,117600.0,2021-04-11,6,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-04-12,0,1.0,1.0
1,Mobile,108.0,Electronics,700.0,75600.0,2021-04-13,1,1.0,1.0
1,Mobile,141.0,Electronics,700.0,98700.0,2021-04-14,2,1.0,1.0
1,Mobile,151.0,Electronics,700.0,105700.0,2021-04-15,3,1.0,1.0
1,Mobile,117.0,Electronics,700.0,81900.0,2021-04-16,4,1.0,1.0
1,Mobile,152.0,Electronics,700.0,106400.0,2021-04-17,5,1.0,1.0
1,Mobile,161.0,Electronics,700.0,112700.0,2021-04-18,6,1.0,1.0
1,Mobile,128.0,Electronics,700.0,89600.0,2021-04-19,0,1.0,1.0
1,Mobile,132.0,Electronics,700.0,92400.0,2021-04-20,1,1.0,1.0
1,Mobile,133.0,Electronics,700.0,93100.0,2021-04-21,2,1.0,1.0
1,Mobile,132.0,Electronics,700.0,92400.0,2021-04-22,3,1.0,1.0
1,Mobile,117.0,Electronics,700.0,81900.0,2021-04-23,4,1.0,1.0
1,Mobile,177.0,Electronics,700.0,123900.0,2021-04-24,5,1.0,1.0
1,Mobile,168.0,Electronics,700.0,117600.0,2021-04-25,6,1.0,1.0
1,Mobile,118.0,Electronics,700.0,82600.0,2021-04-26,0,1.0,1.0
1,Mobile,136.0,Electronics,700.0,95200.0,2021-04-27,1,1.0,1.0
1,Mobile,136.0,Electronics,700.0,95200.0,2021-04-28,2,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-04-29,3,1.0,1.0
1,Mobile,108.0,Electronics,700.0,75600.0,2021-04-30,4,1.0,1.0
1,Mobile,182.0,Electronics,700.0,127400.0,2021-05-01,5,1.0,1.0
1,Mobile,141.0,Electronics,700.0,98700.0,2021-05-02,6,1.0,1.0
1,Mobile,136.0,Electronics,700.0,95200.0,2021-05-03,0,1.0,1.0
1,Mobile,105.0,Electronics,700.0,73500.0,2021-05-04,1,1.0,1.0
1,Mobile,117.0,Electronics,700.0,81900.0,2021-05-05,2,1.0,1.0
1,Mobile,135.0,Electronics,700.0,94500.0,2021-05-06,3,1.0,1.0
1,Mobile,103.0,Electronics,700.0,72100.0,2021-05-07,4,1.0,1.0
1,Mobile,131.0,Electronics,700.0,91700.0,2021-05-08,5,1.0,1.0
1,Mobile,158.0,Electronics,700.0,110600.0,2021-05-09,6,1.0,1.0
1,Mobile,100.0,Electronics,700.0,70000.0,2021-05-10,0,1.0,1.0
1,Mobile,129.0,Electronics,700.0,90300.0,2021-05-11,1,1.0,1.0
1,Mobile,123.0,Electronics,700.0,86100.0,2021-05-12,2,1.0,1.0
1,Mobile,109.0,Electronics,700.0,76300.0,2021-05-13,3,1.0,1.0
1,Mobile,129.0,Electronics,700.0,90300.0,2021-05-14,4,1.0,1.0
1,Mobile,152.0,Electronics,700.0,106400.0,2021-05-15,5,1.0,1.0
1,Mobile,158.0,Electronics,700.0,110600.0,2021-05-16,6,1.0,1.0
1,Mobile,147.0,Electronics,700.0,102900.0,2021-05-17,0,1.0,1.0
1,Mobile,104.0,Electronics,700.0,72800.0,2021-05-18,1,1.0,1.0
1,Mobile,106.0,Electronics,700.0,74200.0,2021-05-19,2,1.0,1.0
1,Mobile,108.0,Electronics,700.0,75600.0,2021-05-20,3,1.0,1.0
1,Mobile,125.0,Electronics,700.0,87500.0,2021-05-21,4,1.0,1.0
1,Mobile,162.0,Electronics,700.0,113400.0,2021-05-22,5,1.0,1.0
1,Mobile,147.0,Electronics,700.0,102900.0,2021-05-23,6,1.0,1.0
1,Mobile,88.0,Electronics,700.0,61600.0,2021-05-24,0,1.0,1.0
1,Mobile,123.0,Electronics,700.0,86100.0,2021-05-25,1,1.0,1.0
1,Mobile,123.0,Electronics,700.0,86100.0,2021-05-26,2,1.0,1.0
1,Mobile,125.0,Electronics,700.0,87500.0,2021-05-27,3,1.0,1.0
1,Mobile,132.0,Electronics,700.0,92400.0,2021-05-28,4,1.0,1.0
1,Mobile,169.0,Electronics,700.0,118300.0,2021-05-29,5,1.0,1.0
1,Mobile,147.0,Electronics,700.0,102900.0,2021-05-30,6,1.0,1.0
1,Mobile,129.0,Electronics,700.0,90300.0,2021-05-31,0,1.0,1.0
1,Mobile,144.0,Electronics,700.0,100800.0,2021-06-01,1,1.0,1.0
1,Mobile,113.0,Electronics,700.0,79100.0,2021-06-02,2,1.0,1.0
1,Mobile,132.0,Electronics,700.0,92400.0,2021-06-03,3,1.0,1.0
1,Mobile,104.0,Electronics,700.0,72800.0,2021-06-04,4,1.0,1.0
1,Mobile,172.0,Electronics,700.0,120400.0,2021-06-05,5,1.0,1.0
1,Mobile,160.0,Electronics,700.0,112000.0,2021-06-06,6,1.0,1.0
1,Mobile,136.0,Electronics,700.0,95200.0,2021-06-07,0,1.0,1.0
1,Mobile,136.0,Electronics,700.0,95200.0,2021-06-08,1,1.0,1.0
1,Mobile,115.0,Electronics,700.0,80500.0,2021-06-09,2,1.0,1.0
1,Mobile,107.0,Electronics,700.0,74900.0,2021-06-10,3,1.0,1.0
1,Mobile,107.0,Electronics,700.0,74900.0,2021-06-11,4,1.0,1.0
1,Mobile,139.0,Electronics,700.0,97300.0,2021-06-12,5,1.0,1.0
1,Mobile,185.0,Electronics,700.0,129500.0,2021-06-13,6,1.0,1.0
1,Mobile,142.0,Electronics,700.0,99400.0,2021-06-14,0,1.0,1.0
1,Mobile,143.0,Electronics,700.0,100100.0,2021-06-15,1,1.0,1.0
1,Mobile,109.0,Electronics,700.0,76300.0,2021-06-16,2,1.0,1.0
1,Mobile,110.0,Electronics,700.0,77000.0,2021-06-17,3,1.0,1.0
1,Mobile,122.0,Electronics,700.0,85400.0,2021-06-18,4,1.0,1.0
1,Mobile,163.0,Electronics,700.0,114100.0,2021-06-19,5,1.0,1.0
1,Mobile,158.0,Electronics,700.0,110600.0,2021-06-20,6,1.0,1.0
1,Mobile,98.0,Electronics,700.0,68600.0,2021-06-21,0,1.0,1.0
1,Mobile,111.0,Electronics,700.0,77700.0,2021-06-22,1,1.0,1.0
1,Mobile,115.0,Electronics,700.0,80500.0,2021-06-23,2,1.0,1.0
1,Mobile,90.0,Electronics,700.0,63000.0,2021-06-24,3,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-06-25,4,1.0,1.0
1,Mobile,166.0,Electronics,700.0,116200.0,2021-06-26,5,1.0,1.0
1,Mobile,171.0,Electronics,700.0,119700.0,2021-06-27,6,1.0,1.0
1,Mobile,103.0,Electronics,700.0,72100.0,2021-06-28,0,1.0,1.0
1,Mobile,113.0,Electronics,700.0,79100.0,2021-06-29,1,1.0,1.0
1,Mobile,96.0,Electronics,700.0,67200.0,2021-06-30,2,1.0,1.0
1,Mobile,139.0,Electronics,700.0,97300.0,2021-07-01,3,1.0,1.0
1,Mobile,133.0,Electronics,700.0,93100.0,2021-07-02,4,1.0,1.0
1,Mobile,179.0,Electronics,700.0,125300.0,2021-07-03,5,1.0,1.0
1,Mobile,147.0,Electronics,700.0,102900.0,2021-07-04,6,1.0,1.0
1,Mobile,107.0,Electronics,700.0,74900.0,2021-07-05,0,1.0,1.0
1,Mobile,131.0,Electronics,700.0,91700.0,2021-07-06,1,1.0,1.0
1,Mobile,131.0,Electronics,700.0,91700.0,2021-07-07,2,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-07-08,3,1.0,1.0
1,Mobile,131.0,Electronics,700.0,91700.0,2021-07-09,4,1.0,1.0
1,Mobile,155.0,Electronics,700.0,108500.0,2021-07-10,5,1.0,1.0
1,Mobile,155.0,Electronics,700.0,108500.0,2021-07-11,6,1.0,1.0
1,Mobile,113.0,Electronics,700.0,79100.0,2021-07-12,0,1.0,1.0
1,Mobile,100.0,Electronics,700.0,70000.0,2021-07-13,1,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-07-14,2,1.0,1.0
1,Mobile,199.0,Electronics,700.0,139300.0,2021-07-15,3,1.0,1.986035259312733
1,Mobile,184.0,Electronics,700.0,128800.0,2021-07-16,4,1.0,1.9111332595636097
1,Mobile,280.0,Electronics,700.0,196000.0,2021-07-17,5,1.0,1.9052540779789655
1,Mobile,279.0,Electronics,700.0,195300.0,2021-07-18,6,1.0,1.906393250132844
1,Mobile,175.0,Electronics,700.0,122500.0,2021-07-19,0,1.0,1.6036745859580337
1,Mobile,206.0,Electronics,700.0,144200.0,2021-07-20,1,1.0,1.5608472847312145
1,Mobile,164.0,Electronics,700.0,114800.0,2021-07-21,2,1.0,1.0
1,Mobile,106.0,Electronics,700.0,74200.0,2021-07-22,3,1.0,1.0
1,Mobile,104.0,Electronics,700.0,72800.0,2021-07-23,4,1.0,1.0
1,Mobile,132.0,Electronics,700.0,92400.0,2021-07-24,5,1.0,1.0
1,Mobile,172.0,Electronics,700.0,120400.0,2021-07-25,6,1.0,1.0
1,Mobile,135.0,Electronics,700.0,94500.0,2021-07-26,0,1.0,1.0
1,Mobile,122.0,Electronics,700.0,85400.0,2021-07-27,1,1.0,1.0
1,Mobile,101.0,Electronics,700.0,70700.0,2021-07-28,2,1.0,1.0
1,Mobile,110.0,Electronics,700.0,77000.0,2021-07-29,3,1.0,1.0
1,Mobile,139.0,Electronics,700.0,97300.0,2021-07-30,4,1.0,1.0
1,Mobile,137.0,Electronics,700.0,95900.0,2021-07-31,5,1.0,1.0
1,Mobile,170.0,Electronics,700.0,119000.0,2021-08-01,6,1.0,1.0
1,Mobile,106.0,Electronics,700.0,74200.0,2021-08-02,0,1.0,1.0
1,Mobile,101.0,Electronics,700.0,70700.0,2021-08-03,1,1.0,1.0
1,Mobile,91.0,Electronics,700.0,63700.0,2021-08-04,2,1.0,1.0
1,Mobile,118.0,Electronics,700.0,82600.0,2021-08-05,3,1.0,1.0
1,Mobile,94.0,Electronics,700.0,65800.0,2021-08-06,4,1.0,1.0
1,Mobile,150.0,Electronics,700.0,105000.0,2021-08-07,5,1.0,1.0
1,Mobile,157.0,Electronics,700.0,109900.0,2021-08-08,6,1.0,1.0
1,Mobile,139.0,Electronics,700.0,97300.0,2021-08-09,0,1.0,1.0
1,Mobile,105.0,Electronics,700.0,73500.0,2021-08-10,1,1.0,1.0
1,Mobile,89.0,Electronics,700.0,62300.0,2021-08-11,2,1.0,1.0
1,Mobile,88.0,Electronics,700.0,61600.0,2021-08-12,3,1.0,1.0
1,Mobile,102.0,Electronics,700.0,71400.0,2021-08-13,4,1.0,1.0
1,Mobile,142.0,Electronics,700.0,99400.0,2021-08-14,5,1.0,1.0
1,Mobile,160.0,Electronics,700.0,112000.0,2021-08-15,6,1.0,1.0
1,Mobile,143.0,Electronics,700.0,100100.0,2021-08-16,0,1.0,1.0
1,Mobile,108.0,Electronics,700.0,75600.0,2021-08-17,1,1.0,1.0
1,Mobile,118.0,Electronics,700.0,82600.0,2021-08-18,2,1.0,1.0
1,Mobile,94.0,Electronics,700.0,65800.0,2021-08-19,3,1.0,1.0
1,Mobile,98.0,Electronics,700.0,68600.0,2021-08-20,4,1.0,1.0
1,Mobile,146.0,Electronics,700.0,102200.0,2021-08-21,5,1.0,1.0
1,Mobile,161.0,Electronics,700.0,112700.0,2021-08-22,6,1.0,1.0
1,Mobile,143.0,Electronics,700.0,100100.0,2021-08-23,0,1.0,1.0
1,Mobile,84.0,Electronics,700.0,58800.0,2021-08-24,1,1.0,1.0
1,Mobile,109.0,Electronics,700.0,76300.0,2021-08-25,2,1.0,1.0
1,Mobile,105.0,Electronics,700.0,73500.0,2021-08-26,3,1.0,1.0
1,Mobile,130.0,Electronics,700.0,91000.0,2021-08-27,4,1.0,1.0
1,Mobile,159.0,Electronics,700.0,111300.0,2021-08-28,5,1.0,1.0
1,Mobile,159.0,Electronics,700.0,111300.0,2021-08-29,6,1.0,1.0
1,Mobile,110.0,Electronics,700.0,77000.0,2021-08-30,0,1.0,1.0
1,Mobile,132.0,Electronics,700.0,92400.0,2021-08-31,1,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-09-01,2,1.0,1.0
1,Mobile,112.0,Electronics,700.0,78400.0,2021-09-02,3,1.0,1.0
1,Mobile,123.0,Electronics,700.0,86100.0,2021-09-03,4,1.0,1.0
1,Mobile,151.0,Electronics,700.0,105700.0,2021-09-04,5,1.0,1.0
1,Mobile,152.0,Electronics,700.0,106400.0,2021-09-05,6,1.0,1.0
1,Mobile,119.0,Electronics,700.0,83300.0,2021-09-06,0,1.0,1.0
1,Mobile,104.0,Electronics,700.0,72800.0,2021-09-07,1,1.0,1.0
1,Mobile,84.0,Electronics,700.0,58800.0,2021-09-08,2,1.0,1.0
1,Mobile,105.0,Electronics,700.0,73500.0,2021-09-09,3,1.0,1.0
1,Mobile,134.0,Electronics,700.0,93800.0,2021-09-10,4,1.0,1.0
1,Mobile,163.0,Electronics,700.0,114100.0,2021-09-11,5,1.0,1.0
1,Mobile,166.0,Electronics,700.0,116200.0,2021-09-12,6,1.0,1.0
1,Mobile,104.0,Electronics,700.0,72800.0,2021-09-13,0,1.0,1.0
1,Mobile,135.0,Electronics,700.0,94500.0,2021-09-14,1,1.0,1.0
1,Mobile,98.0,Electronics,700.0,68600.0,2021-09-15,2,1.0,1.0
1,Mobile,98.0,Electronics,700.0,68600.0,2021-09-16,3,1.0,1.0
1,Mobile,107.0,Electronics,700.0,74900.0,2021-09-17,4,1.0,1.0
1,Mobile,155.0,Electronics,700.0,108500.0,2021-09-18,5,1.0,1.0
1,Mobile,145.0,Electronics,700.0,101500.0,2021-09-19,6,1.0,1.0
1,Mobile,139.0,Electronics,700.0,97300.0,2021-09-20,0,1.0,1.0
1,Mobile,96.0,Electronics,700.0,67200.0,2021-09-21,1,1.0,1.0
1,Mobile,120.0,Electronics,700.0,84000.0,2021-09-22,2,1.0,1.0
1,Mobile,89.0,Electronics,700.0,62300.0,2021-09-23,3,1.0,1.0
1,Mobile,93.0,Electronics,700.0,65100.0,2021-09-24,4,1.0,1.0
1,Mobile,153.0,Electronics,700.0,107100.0,2021-09-25,5,1.0,1.0
1,Mobile,145.0,Electronics,700.0,101500.0,2021-09-26,6,1.0,1.0
1,Mobile,143.0,Electronics,700.0,100100.0,2021-09-27,0,1.0,1.0
1,Mobile,118.0,Electronics,700.0,82600.0,2021-09-28,1,1.0,1.0
1,Mobile,104.0,Electronics,700.0,72800.0,2021-09-29,2,1.0,1.0
1,Mobile,108.0,Electronics,700.0,75600.0,2021-09-30,3,1.0,1.0
1,Mobile,123.0,Electronics,700.0,86100.0,2021-10-01,4,1.0,1.0
1,Mobile,138.0,Electronics,700.0,96600.0,2021-10-02,5,1.0,1.0
1,Mobile,137.0,Electronics,700.0,95900.0,2021-10-03,6,1.0,1.0
1,Mobile,101.0,Electronics,700.0,70700.0,2021-10-04,0,1.0,1.0
1,Mobile,99.0,Electronics,700.0,69300.0,2021-10-05,1,1.0,1.0
1,Mobile,94.0,Electronics,700.0,65800.0,2021-10-06,2,1.0,1.0
1,Mobile,89.0,Electronics,700.0,62300.0,2021-10-07,3,1.0,1.0
1,Mobile,125.0,Electronics,700.0,87500.0,2021-10-08,4,1.0,1.0
1,Mobile,135.0,Electronics,700.0,94500.0,2021-10-09,5,1.0,1.0
1,Mobile,146.0,Electronics,700.0,102200.0,2021-10-10,6,1.0,1.0
1,Mobile,92.0,Electronics,700.0,64400.0,2021-10-11,0,1.0,1.0
1,Mobile,137.0,Electronics,700.0,95900.0,2021-10-12,1,1.0,1.0
1,Mobile,117.0,Electronics,700.0,81900.0,2021-10-13,2,1.0,1.0
1,Mobile,105.0,Electronics,700.0,73500.0,2021-10-14,3,1.0,1.0
1,Mobile,136.0,Electronics,700.0,95200.0,2021-10-15,4,1.0,1.0
1,Mobile,155.0,Electronics,700.0,108500.0,2021-10-16,5,1.0,1.0
1,Mobile,170.0,Electronics,700.0,119000.0,2021-10-17,6,1.0,1.0
1,Mobile,128.0,Electronics,700.0,89600.0,2021-10-18,0,1.0,1.0
1,Mobile,95.0,Electronics,700.0,66500.0,2021-10-19,1,1.0,1.0
1,Mobile,100.0,Electronics,700.0,70000.0,2021-10-20,2,1.0,1.0
1,Mobile,92.0,Electronics,700.0,64400.0,2021-10-21,3,1.0,1.0
1,Mobile,106.0,Electronics,700.0,74200.0,2021-10-22,4,1.0,1.0
1,Mobile,119.0,Electronics,700.0,83300.0,2021-10-23,5,1.0,1.0
1,Mobile,167.0,Electronics,700.0,116900.0,2021-10-24,6,1.0,1.0
1,Mobile,151.0,Electronics,700.0,105700.0,2021-10-25,0,1.0,1.0
1,Mobile,123.0,Electronics,700.0,86100.0,2021-10-26,1,1.0,1.0
1,Mobile,112.0,Electronics,700.0,78400.0,2021-10-27,2,1.0,1.0
1,Mobile,79.0,Electronics,700.0,55300.0,2021-10-28,3,1.0,1.0
1,Mobile,109.0,Electronics,700.0,76300.0,2021-10-29,4,1.0,1.0
1,Mobile,146.0,Electronics,700.0,102200.0,2021-10-30,5,1.0,1.0
1,Mobile,138.0,Electronics,700.0,96600.0,2021-10-31,6,1.0,1.0
1,Mobile,113.0,Electronics,700.0,79100.0,2021-11-01,0,1.0,1.0
1,Mobile,96.0,Electronics,700.0,67200.0,2021-11-02,1,1.0,1.0
1,Mobile,102.0,Electronics,700.0,71400.0,2021-11-03,2,1.0,1.0
1,Mobile,134.0,Electronics,700.0,93800.0,2021-11-04,3,1.0,1.0
1,Mobile,83.0,Electronics,700.0,58100.0,2021-11-05,4,1.0,1.0
1,Mobile,130.0,Electronics,700.0,91000.0,2021-11-06,5,1.0,1.0
1,Mobile,140.0,Electronics,700.0,98000.0,2021-11-07,6,1.0,1.0
1,Mobile,122.0,Electronics,700.0,85400.0,2021-11-08,0,1.0,1.0
1,Mobile,102.0,Electronics,700.0,71400.0,2021-11-09,1,1.0,1.0
1,Mobile,83.0,Electronics,700.0,58100.0,2021-11-10,2,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-11-11,3,1.0,1.0
1,Mobile,126.0,Electronics,700.0,88200.0,2021-11-12,4,1.0,1.0
1,Mobile,128.0,Electronics,700.0,89600.0,2021-11-13,5,1.0,1.0
1,Mobile,153.0,Electronics,700.0,107100.0,2021-11-14,6,1.0,1.0
1,Mobile,109.0,Electronics,700.0,76300.0,2021-11-15,0,1.0,1.0
1,Mobile,105.0,Electronics,700.0,73500.0,2021-11-16,1,1.0,1.0
1,Mobile,114.0,Electronics,700.0,79800.0,2021-11-17,2,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-11-18,3,1.0,1.0
1,Mobile,121.0,Electronics,700.0,84700.0,2021-11-19,4,1.0,1.0
1,Mobile,128.0,Electronics,700.0,89600.0,2021-11-20,5,1.0,1.0
1,Mobile,152.0,Electronics,700.0,106400.0,2021-11-21,6,1.0,1.0
1,Mobile,118.0,Electronics,700.0,82600.0,2021-11-22,0,1.0,1.0
1,Mobile,125.0,Electronics,700.0,87500.0,2021-11-23,1,1.0,1.0
1,Mobile,113.0,Electronics,700.0,79100.0,2021-11-24,2,1.0,1.0
1,Mobile,119.0,Electronics,700.0,83300.0,2021-11-25,3,1.0,1.0
1,Mobile,112.0,Electronics,700.0,78400.0,2021-11-26,4,1.0,1.0
